Accession,Length,Family,Subfamily,Domains,Seperators
WP_025228324,613,8.A.95,8.A.95.1,"[('CDD:224720', 81, 344, 52.5), ('CDD:223533', 376, 591, 49.5), ('CDD:274350', 376, 596, 42.4), ('CDD:276809', 464, 594, 40.4)]","[('BEGIN to CDD:224720', 1, 80)]"
W0SGL0,583,8.A.95,8.A.95.1,"[('CDD:236644', 367, 469, 53.2), ('CDD:223533', 408, 572, 46.4), ('CDD:315987', 421, 524, 39.3), ('CDD:227343', 422, 570, 53.2), ('CDD:274350', 423, 552, 46.2), ('CDD:276809', 448, 557, 50.4), ('CDD:131573', 449, 562, 46.9), ('CDD:433156', 450, 481, 40.2), ('CDD:433202', 456, 529, 39.2)]","[('BEGIN to CDD:236644', 1, 366)]"
B5EAG2,654,8.A.95,8.A.95.2,"[('CDD:225605', 414, 632, 44.0), ('CDD:226687', 499, 636, 44.7), ('CDD:274350', 514, 652, 46.2), ('CDD:223533', 519, 632, 42.5), ('CDD:276809', 519, 637, 41.5), ('CDD:273380', 521, 640, 46.9)]","[('BEGIN to CDD:225605', 1, 413)]"
Q01QN7,577,8.A.95,8.A.95.2,"[('CDD:227343', 409, 567, 42.8), ('CDD:223533', 411, 559, 57.9), ('CDD:274350', 411, 577, 50.9), ('CDD:225605', 416, 536, 56.7), ('CDD:276809', 418, 566, 46.1), ('CDD:131573', 428, 567, 48.5), ('CDD:315987', 430, 487, 38.5), ('CDD:183140', 437, 577, 47.8), ('CDD:227122', 464, 557, 42.8), ('CDD:273380', 472, 575, 48.4)]","[('BEGIN to CDD:223533', 1, 408)]"
D5BWR2,654,8.A.95,8.A.95.2,"[('CDD:276809', 568, 625, 39.6)]","[('BEGIN to CDD:276809', 1, 567)]"
Q9BUB7,260,8.A.96,8.A.96.1,"[('CDD:429228', 91, 238, 162.0)]","[('BEGIN to CDD:429228', 1, 90)]"
Q7Q817,240,8.A.96,8.A.96.1,"[('CDD:429228', 72, 215, 170.0)]","[('BEGIN to CDD:429228', 1, 71)]"
H2KP18,248,8.A.96,8.A.96.1,"[('CDD:429228', 101, 240, 78.4)]","[('BEGIN to CDD:429228', 1, 100)]"
W4XFM6,148,8.A.96,8.A.96.1,"[('CDD:429228', 4, 129, 98.4)]",[]
Q84T82,260,8.A.96,8.A.96.1,"[('CDD:429228', 106, 247, 71.1)]","[('BEGIN to CDD:429228', 1, 105)]"
W2T302,214,8.A.96,8.A.96.1,"[('CDD:429228', 67, 183, 51.4)]","[('BEGIN to CDD:429228', 1, 66)]"
H2XN70,239,8.A.96,8.A.96.1,"[('CDD:429228', 75, 201, 55.7)]","[('BEGIN to CDD:429228', 1, 74)]"
L8HJR3,286,8.A.96,8.A.96.1,"[('CDD:429228', 126, 246, 59.5)]","[('BEGIN to CDD:429228', 1, 125)]"
B9JAU1,310,8.A.96,8.A.96.3,"[('CDD:429438', 250, 300, 48.7)]","[('BEGIN to CDD:429438', 1, 249)]"
C4IPG9,282,8.A.96,8.A.96.3,"[('CDD:429438', 130, 270, 74.5)]","[('BEGIN to CDD:429438', 1, 129)]"
Q96GC9,406,8.A.97,8.A.97.1,"[('CDD:430535', 247, 298, 46.5)]","[('BEGIN to CDD:430535', 1, 246), ('CDD:430535 to END', 299, 406)]"
Q9XWU8,458,8.A.97,8.A.97.1,"[('CDD:430535', 257, 313, 49.2)]","[('BEGIN to CDD:430535', 1, 256), ('CDD:430535 to END', 314, 458)]"
R1DAA4,504,8.A.97,8.A.97.1,"[('CDD:381212', 24, 252, 54.2)]","[('CDD:381212 to END', 253, 504)]"
P29310,248,8.A.98,8.A.98.1,"[('CDD:227373', 1, 247, 348.0), ('CDD:206756', 4, 240, 358.0), ('CDD:206759', 4, 237, 401.0), ('CDD:206760', 4, 240, 324.0), ('CDD:206758', 5, 233, 429.0), ('CDD:206761', 5, 239, 308.0), ('CDD:206764', 5, 234, 453.0), ('CDD:128412', 6, 241, 337.0), ('CDD:206757', 6, 233, 348.0), ('CDD:206762', 6, 238, 341.0), ('CDD:206763', 6, 234, 344.0), ('CDD:206755', 7, 229, 381.0), ('CDD:425552', 12, 231, 420.0)]",[]
P62258,255,8.A.98,8.A.98.1,"[('CDD:206756', 3, 241, 318.0), ('CDD:206758', 3, 233, 357.0), ('CDD:206759', 3, 234, 337.0), ('CDD:206760', 3, 243, 285.0), ('CDD:206761', 3, 238, 267.0), ('CDD:206764', 3, 234, 354.0), ('CDD:128412', 4, 245, 396.0), ('CDD:206757', 4, 233, 474.0), ('CDD:206762', 4, 238, 418.0), ('CDD:206763', 4, 234, 425.0), ('CDD:227373', 4, 255, 408.0), ('CDD:206755', 5, 229, 385.0), ('CDD:425552', 11, 231, 417.0)]",[]
P61981,247,8.A.98,8.A.98.1,"[('CDD:206756', 2, 245, 357.0), ('CDD:206759', 2, 236, 364.0), ('CDD:206760', 2, 247, 446.0), ('CDD:206758', 3, 235, 390.0), ('CDD:206761', 3, 241, 372.0), ('CDD:206764', 3, 236, 388.0), ('CDD:128412', 4, 244, 319.0), ('CDD:206757', 4, 235, 333.0), ('CDD:206762', 4, 240, 335.0), ('CDD:206763', 4, 236, 336.0), ('CDD:227373', 4, 247, 336.0), ('CDD:206755', 5, 231, 370.0), ('CDD:425552', 10, 233, 403.0)]",[]
P63104,245,8.A.98,8.A.98.1,"[('CDD:206756', 1, 244, 375.0), ('CDD:206759', 1, 234, 423.0), ('CDD:206760', 1, 240, 323.0), ('CDD:206758', 2, 230, 467.0), ('CDD:206761', 2, 236, 308.0), ('CDD:206764', 2, 231, 420.0), ('CDD:128412', 3, 238, 326.0), ('CDD:206757', 3, 230, 346.0), ('CDD:206762', 3, 235, 331.0), ('CDD:206763', 3, 231, 346.0), ('CDD:227373', 3, 244, 350.0), ('CDD:206755', 4, 226, 378.0), ('CDD:425552', 9, 228, 424.0)]",[]
C0H4V6,262,8.A.98,8.A.98.1,"[('CDD:227373', 1, 262, 332.0), ('CDD:206757', 11, 245, 326.0), ('CDD:206758', 11, 245, 308.0), ('CDD:206759', 11, 246, 294.0), ('CDD:206762', 11, 250, 327.0), ('CDD:206763', 11, 246, 335.0), ('CDD:206755', 13, 241, 347.0), ('CDD:128412', 16, 254, 365.0), ('CDD:206756', 17, 254, 286.0), ('CDD:206760', 17, 254, 250.0), ('CDD:206761', 17, 251, 238.0), ('CDD:206764', 17, 246, 305.0), ('CDD:425552', 19, 243, 375.0)]",[]
Q23GC1,269,8.A.98,8.A.98.1,"[('CDD:206756', 108, 258, 49.3), ('CDD:206759', 108, 258, 40.0), ('CDD:206760', 108, 260, 45.2), ('CDD:227373', 109, 260, 54.6), ('CDD:128412', 110, 260, 43.4), ('CDD:206757', 110, 244, 53.2), ('CDD:206758', 110, 260, 42.4), ('CDD:206762', 110, 243, 48.9), ('CDD:206763', 110, 260, 56.5), ('CDD:206764', 110, 258, 45.8), ('CDD:206755', 111, 260, 57.2), ('CDD:425552', 118, 260, 50.2)]","[('BEGIN to CDD:206755', 1, 107)]"
U1LZE8,212,8.A.98,8.A.98.1,"[('CDD:206757', 5, 47, 39.7), ('CDD:206764', 5, 199, 42.4)]",[]
S3D9Y7,363,8.A.98,8.A.98.1,"[('CDD:128412', 244, 320, 41.1), ('CDD:206755', 244, 320, 56.8), ('CDD:425552', 244, 320, 50.2), ('CDD:206758', 246, 320, 46.6), ('CDD:206764', 246, 320, 47.4)]","[('BEGIN to CDD:206755', 1, 243)]"
X6M894,233,8.A.98,8.A.98.1,"[('CDD:206756', 51, 227, 52.3), ('CDD:206759', 51, 194, 51.6), ('CDD:206760', 51, 194, 40.9), ('CDD:206764', 51, 194, 57.8), ('CDD:206758', 60, 194, 55.5), ('CDD:206761', 60, 194, 47.0), ('CDD:206755', 64, 193, 79.2), ('CDD:206757', 64, 194, 55.1), ('CDD:206762', 64, 187, 42.3), ('CDD:425552', 64, 193, 74.5), ('CDD:128412', 65, 194, 41.8), ('CDD:206763', 65, 194, 53.1), ('CDD:227373', 65, 196, 48.4)]",[]
P48349,248,8.A.98,8.A.98.1,"[('CDD:206756', 5, 240, 306.0), ('CDD:206759', 5, 240, 311.0), ('CDD:206764', 6, 240, 318.0), ('CDD:128412', 7, 243, 402.0), ('CDD:206757', 7, 239, 361.0), ('CDD:206758', 7, 239, 315.0), ('CDD:206760', 7, 243, 259.0), ('CDD:206761', 7, 244, 246.0), ('CDD:206762', 7, 244, 419.0), ('CDD:206763', 7, 240, 369.0), ('CDD:227373', 7, 248, 353.0), ('CDD:206755', 8, 235, 356.0), ('CDD:425552', 13, 237, 384.0)]",[]
P27348,245,8.A.98,8.A.98.1,"[('CDD:206756', 1, 236, 387.0), ('CDD:206759', 1, 234, 465.0), ('CDD:206760', 1, 242, 314.0), ('CDD:206758', 2, 230, 431.0), ('CDD:206761', 2, 236, 307.0), ('CDD:206764', 2, 231, 403.0), ('CDD:128412', 3, 238, 314.0), ('CDD:206757', 3, 230, 337.0), ('CDD:206762', 3, 231, 328.0), ('CDD:206755', 5, 226, 367.0), ('CDD:227373', 5, 245, 334.0), ('CDD:425552', 9, 228, 410.0), ('CDD:206763', 10, 231, 333.0)]",[]
V4QS44,294,8.A.98,8.A.98.2,"[('CDD:206764', 83, 291, 41.2)]","[('BEGIN to CDD:206764', 1, 82)]"
P69776,78,8.A.99,8.A.99.1,"[('CDD:185294', 1, 78, 121.0), ('CDD:226689', 1, 78, 97.6), ('CDD:170188', 4, 70, 75.0), ('CDD:428092', 26, 78, 70.5)]",[]
WP_085304065,86,8.A.99,8.A.99.1,"[('CDD:185294', 5, 86, 36.8), ('CDD:428092', 34, 86, 40.4)]",[]
WP_026610930,92,8.A.99,8.A.99.1,"[('CDD:432118', 24, 92, 43.9)]",[]
P45697,84,8.B.1,8.B.1.1,"[('CDD:395428', 21, 74, 83.1), ('CDD:214700', 27, 67, 36.3), ('CDD:238055', 33, 68, 38.5)]",[]
P59853,85,8.B.1,8.B.1.1,"[('CDD:395428', 21, 74, 81.2), ('CDD:214700', 27, 67, 36.3), ('CDD:238055', 33, 68, 40.0)]",[]
O77463,84,8.B.1,8.B.1.1,"[('CDD:395428', 21, 71, 55.0)]",[]
P19855,82,8.B.1,8.B.1.1,"[('CDD:395428', 21, 71, 63.9), ('CDD:214700', 35, 67, 38.2), ('CDD:238055', 37, 66, 40.8)]",[]
F8UWP3,97,8.B.1,8.B.1.1,"[('CDD:395428', 35, 84, 50.4), ('CDD:238055', 47, 78, 33.9)]",[]
P01484,85,8.B.1,8.B.1.1,"[('CDD:214700', 20, 69, 34.0), ('CDD:395428', 21, 74, 72.3), ('CDD:238055', 33, 68, 37.7)]",[]
P56678,67,8.B.1,8.B.1.1,"[('CDD:395428', 2, 56, 76.6)]",[]
P41964,70,8.B.1,8.B.1.1,"[('CDD:395240', 27, 69, 48.0), ('CDD:214700', 29, 69, 34.4)]",[]
P45667,66,8.B.1,8.B.1.2,"[('CDD:395428', 1, 54, 35.4)]",[]
Q5D232,89,8.B.10,8.B.10.1,"[('CDD:340271', 19, 86, 117.0)]",[]
ADF28491,114,8.B.10,8.B.10.2,"[('CDD:149265', 73, 113, 48.0)]","[('BEGIN to CDD:149265', 1, 72)]"
ATJ04134,125,8.B.10,8.B.10.3,"[('CDD:128323', 44, 124, 44.7), ('CDD:425510', 45, 124, 45.8)]",[]
ALQ28600,104,8.B.10,8.B.10.3,"[('CDD:128323', 1, 70, 64.0), ('CDD:425510', 1, 70, 72.3)]",[]
AXF48184,149,8.B.10,8.B.10.3,"[('CDD:128323', 52, 129, 53.2), ('CDD:425510', 52, 129, 70.4)]","[('BEGIN to CDD:425510', 1, 51)]"
P61541,42,8.B.11,8.B.11.1,"[('CDD:254527', 2, 35, 40.5)]",[]
P61542,42,8.B.11,8.B.11.1,"[('CDD:254527', 2, 35, 43.6)]",[]
P11494,43,8.B.11,8.B.11.1,"[('CDD:254527', 2, 37, 38.2)]",[]
P84919,41,8.B.11,8.B.11.1,"[('CDD:254527', 2, 36, 35.5)]",[]
O76199,82,8.B.12,8.B.12.1,"[('CDD:340207', 35, 81, 64.3)]",[]
Q9TWF8,59,8.B.13,8.B.13.1,"[('CDD:438676', 1, 55, 95.3), ('CDD:438642', 2, 56, 72.1), ('CDD:438639', 3, 55, 60.0), ('CDD:438646', 3, 55, 73.6), ('CDD:438664', 3, 55, 79.1), ('CDD:197529', 4, 55, 77.7), ('CDD:438647', 4, 55, 55.1), ('CDD:438657', 4, 56, 69.3), ('CDD:438662', 4, 55, 44.5), ('CDD:438663', 4, 55, 64.9), ('CDD:425421', 5, 56, 81.5), ('CDD:438633', 5, 55, 83.8), ('CDD:438635', 5, 55, 65.0), ('CDD:438636', 5, 55, 61.1), ('CDD:438637', 5, 55, 77.7), ('CDD:438638', 5, 55, 62.5), ('CDD:438640', 5, 56, 52.0), ('CDD:438641', 5, 55, 51.9), ('CDD:438643', 5, 55, 63.2), ('CDD:438644', 5, 56, 59.1), ('CDD:438645', 5, 55, 53.3), ('CDD:438649', 5, 55, 67.4), ('CDD:438650', 5, 55, 55.9), ('CDD:438651', 5, 55, 75.0), ('CDD:438652', 5, 55, 63.2), ('CDD:438654', 5, 55, 59.3), ('CDD:438656', 5, 55, 68.5), ('CDD:438658', 5, 55, 65.4), ('CDD:438659', 5, 56, 81.5), ('CDD:438660', 5, 55, 59.7), ('CDD:438661', 5, 56, 64.5), ('CDD:438665', 5, 55, 63.1), ('CDD:438666', 5, 55, 76.4), ('CDD:438667', 5, 55, 69.5), ('CDD:438669', 5, 55, 60.9), ('CDD:438670', 5, 55, 52.6), ('CDD:438671', 5, 55, 48.0), ('CDD:438672', 5, 55, 66.2), ('CDD:438673', 5, 55, 56.8), ('CDD:438674', 5, 55, 51.5), ('CDD:438675', 5, 55, 69.8), ('CDD:438678', 5, 55, 58.4), ('CDD:438679', 5, 55, 52.7), ('CDD:438680', 5, 55, 62.0), ('CDD:438681', 5, 55, 54.1), ('CDD:438653', 6, 55, 38.8), ('CDD:438648', 12, 55, 42.0), ('CDD:438677', 12, 55, 60.6), ('CDD:438668', 19, 55, 41.9)]",[]
C1IBY4,76,8.B.13,8.B.13.1,"[('CDD:438637', 21, 76, 70.0), ('CDD:438647', 21, 75, 62.9), ('CDD:438657', 21, 75, 62.7), ('CDD:438644', 22, 76, 60.2), ('CDD:438676', 22, 75, 80.7), ('CDD:197529', 23, 75, 80.0), ('CDD:438646', 23, 75, 77.5), ('CDD:438662', 23, 75, 52.6), ('CDD:438675', 23, 75, 60.5), ('CDD:425421', 24, 75, 81.9), ('CDD:438640', 24, 75, 45.8), ('CDD:438641', 24, 76, 53.5), ('CDD:438642', 24, 76, 74.4), ('CDD:438649', 24, 75, 60.4), ('CDD:438650', 24, 75, 55.5), ('CDD:438654', 24, 75, 54.7), ('CDD:438659', 24, 75, 66.9), ('CDD:438660', 24, 75, 60.1), ('CDD:438661', 24, 75, 72.6), ('CDD:438672', 24, 75, 55.5), ('CDD:438673', 24, 75, 58.8), ('CDD:438677', 24, 75, 63.3), ('CDD:438633', 25, 75, 86.1), ('CDD:438635', 25, 75, 64.6), ('CDD:438636', 25, 75, 60.7), ('CDD:438638', 25, 75, 65.2), ('CDD:438639', 25, 75, 59.6), ('CDD:438643', 25, 75, 61.7), ('CDD:438645', 25, 75, 54.1), ('CDD:438651', 25, 75, 72.7), ('CDD:438652', 25, 75, 62.1), ('CDD:438658', 25, 75, 66.5), ('CDD:438663', 25, 76, 60.3), ('CDD:438664', 25, 75, 73.7), ('CDD:438665', 25, 75, 65.1), ('CDD:438666', 25, 75, 74.9), ('CDD:438667', 25, 75, 62.5), ('CDD:438669', 25, 75, 56.3), ('CDD:438670', 25, 75, 52.2), ('CDD:438671', 25, 75, 45.0), ('CDD:438674', 25, 75, 52.6), ('CDD:438679', 25, 75, 68.5), ('CDD:438680', 25, 75, 63.9), ('CDD:438681', 25, 75, 56.8), ('CDD:438653', 26, 75, 40.0), ('CDD:438656', 32, 75, 68.5), ('CDD:438668', 39, 75, 45.7), ('CDD:438648', 40, 75, 46.6), ('CDD:438678', 40, 75, 58.0)]",[]
XP_006042664,123,8.B.13,8.B.13.1,"[('CDD:438637', 51, 105, 66.2), ('CDD:438653', 51, 105, 40.0), ('CDD:438657', 51, 106, 72.0), ('CDD:438638', 52, 105, 59.0), ('CDD:438651', 52, 105, 71.9), ('CDD:438658', 52, 105, 68.5), ('CDD:438660', 52, 105, 65.9), ('CDD:438675', 52, 105, 79.0), ('CDD:438676', 52, 105, 72.6), ('CDD:438639', 53, 105, 68.0), ('CDD:438640', 53, 106, 59.7), ('CDD:438642', 53, 106, 63.3), ('CDD:438644', 53, 106, 51.4), ('CDD:197529', 54, 105, 81.9), ('CDD:425421', 54, 106, 84.6), ('CDD:438635', 54, 105, 83.5), ('CDD:438646', 54, 105, 71.3), ('CDD:438650', 54, 105, 51.7), ('CDD:438652', 54, 105, 77.5), ('CDD:438656', 54, 105, 65.5), ('CDD:438664', 54, 105, 67.9), ('CDD:438665', 54, 105, 61.2), ('CDD:438666', 54, 108, 78.4), ('CDD:438673', 54, 105, 52.2), ('CDD:438633', 55, 105, 84.1), ('CDD:438636', 55, 105, 61.1), ('CDD:438641', 55, 105, 42.7), ('CDD:438643', 55, 107, 59.0), ('CDD:438645', 55, 105, 60.2), ('CDD:438647', 55, 105, 62.5), ('CDD:438648', 55, 105, 58.5), ('CDD:438649', 55, 105, 64.7), ('CDD:438654', 55, 105, 62.4), ('CDD:438659', 55, 106, 71.9), ('CDD:438661', 55, 106, 62.2), ('CDD:438662', 55, 105, 47.6), ('CDD:438663', 55, 105, 57.6), ('CDD:438667', 55, 105, 57.1), ('CDD:438669', 55, 105, 50.9), ('CDD:438670', 55, 105, 49.2), ('CDD:438671', 55, 105, 51.9), ('CDD:438672', 55, 105, 60.5), ('CDD:438674', 55, 105, 58.8), ('CDD:438677', 55, 105, 48.7), ('CDD:438678', 55, 105, 66.1), ('CDD:438679', 55, 105, 55.4), ('CDD:438680', 55, 105, 63.9), ('CDD:438681', 55, 105, 56.4), ('CDD:438668', 70, 105, 42.6)]",[]
XP_026545968,84,8.B.13,8.B.13.1,"[('CDD:438662', 25, 81, 45.6), ('CDD:438637', 27, 82, 91.6), ('CDD:438642', 27, 83, 67.9), ('CDD:438653', 27, 83, 41.5), ('CDD:438657', 27, 81, 71.2), ('CDD:438638', 28, 83, 70.9), ('CDD:438651', 28, 81, 104.0), ('CDD:438658', 28, 81, 72.3), ('CDD:438660', 28, 81, 66.3), ('CDD:438675', 28, 81, 70.9), ('CDD:438676', 28, 81, 68.7), ('CDD:197529', 29, 81, 77.7), ('CDD:438644', 29, 81, 65.2), ('CDD:438646', 29, 81, 74.0), ('CDD:438656', 29, 82, 72.0), ('CDD:438666', 29, 83, 67.6), ('CDD:425421', 30, 82, 80.8), ('CDD:438635', 30, 81, 70.7), ('CDD:438639', 30, 81, 71.1), ('CDD:438650', 30, 81, 55.9), ('CDD:438652', 30, 81, 57.1), ('CDD:438664', 30, 81, 64.4), ('CDD:438665', 30, 81, 60.1), ('CDD:438673', 30, 82, 63.8), ('CDD:438633', 31, 81, 82.2), ('CDD:438636', 31, 81, 58.8), ('CDD:438640', 31, 81, 56.6), ('CDD:438641', 31, 81, 44.6), ('CDD:438643', 31, 83, 54.7), ('CDD:438645', 31, 81, 61.0), ('CDD:438647', 31, 81, 57.1), ('CDD:438648', 31, 81, 47.4), ('CDD:438649', 31, 81, 66.6), ('CDD:438654', 31, 84, 65.1), ('CDD:438659', 31, 81, 73.8), ('CDD:438661', 31, 81, 54.9), ('CDD:438663', 31, 81, 56.4), ('CDD:438667', 31, 83, 68.7), ('CDD:438668', 31, 81, 36.5), ('CDD:438669', 31, 81, 54.8), ('CDD:438670', 31, 81, 54.9), ('CDD:438671', 31, 81, 60.0), ('CDD:438672', 31, 81, 61.2), ('CDD:438674', 31, 81, 57.6), ('CDD:438678', 31, 81, 66.5), ('CDD:438679', 31, 81, 61.2), ('CDD:438680', 31, 81, 62.4), ('CDD:438681', 31, 82, 60.7), ('CDD:438677', 38, 81, 48.7)]",[]
O43278,529,8.B.13,8.B.13.1,"[('CDD:129004', 49, 140, 105.0), ('CDD:429497', 50, 139, 133.0), ('CDD:438642', 245, 302, 55.2), ('CDD:438666', 245, 303, 123.0), ('CDD:438640', 247, 296, 45.5), ('CDD:438647', 247, 300, 67.9), ('CDD:438637', 248, 300, 55.0), ('CDD:438639', 248, 301, 62.3), ('CDD:438641', 248, 300, 50.0), ('CDD:438644', 248, 300, 53.3), ('CDD:438646', 248, 300, 69.8), ('CDD:438654', 248, 300, 59.3), ('CDD:438657', 248, 300, 66.2), ('CDD:438664', 248, 300, 86.0), ('CDD:438665', 248, 300, 90.9), ('CDD:438672', 248, 300, 58.1), ('CDD:438673', 248, 296, 45.7), ('CDD:438675', 248, 301, 54.0), ('CDD:425421', 249, 301, 77.3), ('CDD:438635', 249, 300, 66.1), ('CDD:438638', 249, 302, 47.4), ('CDD:438652', 249, 300, 55.1), ('CDD:438658', 249, 300, 56.9), ('CDD:197529', 250, 300, 66.9), ('CDD:438633', 250, 300, 78.0), ('CDD:438636', 250, 300, 55.3), ('CDD:438643', 250, 302, 63.6), ('CDD:438645', 250, 300, 48.3), ('CDD:438648', 250, 300, 48.9), ('CDD:438650', 250, 300, 60.9), ('CDD:438659', 250, 300, 63.4), ('CDD:438660', 250, 300, 52.4), ('CDD:438661', 250, 301, 59.5), ('CDD:438663', 250, 301, 56.4), ('CDD:438669', 250, 300, 50.5), ('CDD:438671', 250, 300, 55.4), ('CDD:438674', 250, 300, 44.9), ('CDD:438676', 250, 300, 61.0), ('CDD:438680', 250, 300, 67.4), ('CDD:438681', 250, 301, 46.8), ('CDD:438677', 251, 300, 54.1), ('CDD:438678', 251, 300, 60.4), ('CDD:438667', 255, 303, 79.5), ('CDD:438679', 256, 300, 50.8), ('CDD:438649', 257, 300, 56.2), ('CDD:438651', 257, 300, 56.5), ('CDD:438656', 257, 300, 52.0), ('CDD:438662', 257, 300, 44.9), ('CDD:438670', 265, 300, 43.0), ('CDD:197566', 334, 366, 51.1), ('CDD:395011', 334, 369, 46.9), ('CDD:238060', 335, 369, 50.3), ('CDD:438646', 389, 441, 61.7), ('CDD:438651', 390, 441, 68.5), ('CDD:438665', 390, 441, 68.9), ('CDD:438666', 390, 444, 74.9), ('CDD:438667', 390, 450, 117.0), ('CDD:438677', 390, 441, 52.5), ('CDD:197529', 391, 441, 72.7), ('CDD:425421', 391, 442, 81.1), ('CDD:438633', 391, 441, 74.9), ('CDD:438635', 391, 441, 65.7), ('CDD:438636', 391, 441, 55.3), ('CDD:438637', 391, 441, 61.2), ('CDD:438638', 391, 443, 50.1), ('CDD:438639', 391, 442, 65.4), ('CDD:438643', 391, 443, 58.2), ('CDD:438647', 391, 441, 66.3), ('CDD:438648', 391, 441, 54.3), ('CDD:438650', 391, 441, 63.6), ('CDD:438652', 391, 441, 59.0), ('CDD:438658', 391, 441, 61.9), ('CDD:438659', 391, 441, 62.6), ('CDD:438660', 391, 441, 63.6), ('CDD:438661', 391, 442, 52.9), ('CDD:438662', 391, 441, 54.1), ('CDD:438668', 391, 441, 39.6), ('CDD:438671', 391, 441, 63.5), ('CDD:438674', 391, 441, 44.9), ('CDD:438676', 391, 441, 56.0), ('CDD:438679', 391, 441, 53.1), ('CDD:438680', 391, 441, 70.1), ('CDD:438644', 393, 441, 61.4), ('CDD:438640', 394, 441, 48.1), ('CDD:438642', 395, 443, 57.9), ('CDD:438645', 395, 441, 56.4), ('CDD:438673', 395, 441, 55.7), ('CDD:438675', 395, 442, 60.1), ('CDD:438641', 396, 441, 49.2), ('CDD:438654', 396, 441, 58.6), ('CDD:438656', 396, 441, 60.8), ('CDD:438657', 396, 441, 59.6), ('CDD:438663', 396, 442, 51.0), ('CDD:438669', 396, 441, 55.9), ('CDD:438670', 396, 441, 46.1), ('CDD:438672', 396, 441, 58.9), ('CDD:438681', 396, 442, 49.5), ('CDD:438649', 398, 441, 59.7), ('CDD:438664', 398, 441, 66.0), ('CDD:438678', 398, 441, 62.7)]","[('CDD:429497 to CDD:438666', 141, 244), ('CDD:438667 to END', 451, 529)]"
